Deal Date,Security Code,Company,Client Name,Deal Type,Quantity,Price
13-03-2024,500875,ITC,INTERNATIONAL MONETARY FUND,P,15977,400.25
13-03-2024,500875,ITC,MERCER UCITS CCF - NFU MUTUAL GLOBAL REGIONAL CORE FUND,P,14621,400.25
13-03-2024,500875,ITC,ADITYA BIRLA SUN LIFE MUTUAL FUND,P,14117,400.25
13-03-2024,500875,ITC,UTI MUTUAL FUND,P,13638,400.25
13-03-2024,500875,ITC,THE MTBJ LTD. AS TRUSTEE OF HONDA PENSION FUND MUTB400038099,P,9186,400.25
13-03-2024,500875,ITC,MAX LIFE INSURANCE COMPANY LIMITED,P,9185,400.25
13-03-2024,500875,ITC,MAX LIFE INSURANCE COMPANY LIMITED,P,9185,400.25
13-03-2024,500875,ITC,UTI MUTUAL FUND,P,8524,400.25
13-03-2024,500875,ITC,MFS INSTITUTIONAL TRUSTS (CANADA)-MFS EMERGING MARKETS EQUITY FUND,P,7582,400.25
13-03-2024,500875,ITC,BUREAU OF LABOR FUNDS - LABOR INSURANCE FUND,P,7180,400.25
13-03-2024,500875,ITC,MIRAE ASSET MUTUAL FUND,P,7179,400.25
13-03-2024,500875,ITC,MIRAE ASSET MUTUAL FUND,P,7179,400.25
13-03-2024,500875,ITC,MIRAE ASSET MUTUAL FUND,P,7179,400.25
13-03-2024,500875,ITC,DSP MUTUAL FUND,P,5378,400.25
13-03-2024,500875,ITC,MFS EMERGING MARKETS EQUITY TRUST,P,4587,400.25
13-03-2024,500875,ITC,NATIONAL PENSION INSURANCE FUND,P,4569,400.25
13-03-2024,500875,ITC,HSBC GLOBAL INVESTMENT FUNDS - GLOBAL EQUITY VOLATILITY FOCUSED,P,4325,400.25
13-03-2024,500875,ITC,ADITYA BIRLA SUN LIFE MUTUAL FUND,P,2980,400.25
13-03-2024,500875,ITC,ABERDEEN ASIA PACIFIC EXCLUDING JAPAN EQUITY FUND A SERIES OF AIC FUNDS LLC,P,2625,400.25
13-03-2024,500875,ITC,MFS INSTITUTIONAL ADVISORS INC.,P,2542,400.25
13-03-2024,500875,ITC,MFS MERIDIAN FUNDS - EMERGING MARKETS EQUITY RESEARCH FUND,P,1438,400.25
13-03-2024,500875,ITC,MFS EMERGING MARKETS EQUITY RESEARCH FUND,P,1275,400.25
13-03-2024,500875,ITC,CBJ ATF  EMERGING HQ EQUITY MOTHER FUND,P,1224,400.25
13-03-2024,500875,ITC,HSBC GLOBAL INVESTMENT FUNDS-GLOBAL EMERGING MARKETS MULTI-ASSET INCOME,P,598,400.25
13-03-2024,500875,ITC,ADITYA BIRLA SUN LIFE MUTUAL FUND,P,282,400.25
19-03-2024,523127,EIHAHOTELS,THE JUPITER GLOBAL FUND-JUPITER INDIA SELECT,P,979302,665.85
19-03-2024,523127,EIHAHOTELS,JUPITER SOUTH ASIA INVESTMENT COMPANY LIMITED,S,979302,665.85
19-03-2024,500163,GODFRYPHLP,THE JUPITER GLOBAL FUND-JUPITER INDIA SELECT,P,695074,3126.55
19-03-2024,500163,GODFRYPHLP,JUPITER SOUTH ASIA INVESTMENT COMPANY LIMITED,S,695074,3126.55
22-03-2024,500209,INFY,BOFA SECURITIES EUROPE SA,P,4901000,1512
22-03-2024,500209,INFY,BOFA SECURITIES EUROPE SA,S,4901000,1512
22-03-2024,500209,INFY,BOFA SECURITIES EUROPE SA,S,599000,1512
22-03-2024,500209,INFY,BOFA SECURITIES EUROPE SA,P,599000,1512
26-03-2024,500112,SBIN,BOFA SECURITIES EUROPE SA,P,5900000,740.55
26-03-2024,500112,SBIN,BOFA SECURITIES EUROPE SA,S,5900000,740.55
26-03-2024,532215,AXISBANK,BOFA SECURITIES EUROPE SA,P,4950000,1038
26-03-2024,532215,AXISBANK,BOFA SECURITIES EUROPE SA,S,4950000,1038
26-03-2024,500520,M&M,BOFA SECURITIES EUROPE SA,P,1680000,1880
26-03-2024,500520,M&M,BOFA SECURITIES EUROPE SA,S,1680000,1880
26-03-2024,500325,RELIANCE,BOFA SECURITIES EUROPE SA,P,880000,2886.5
26-03-2024,500325,RELIANCE,BOFA SECURITIES EUROPE SA,S,880000,2886.5
26-03-2024,500510,LT,BOFA SECURITIES EUROPE SA,P,520000,3672
26-03-2024,500510,LT,BOFA SECURITIES EUROPE SA,S,520000,3672
26-03-2024,500124,DRREDDY,BOFA SECURITIES EUROPE SA,P,260000,6184.85
26-03-2024,500124,DRREDDY,BOFA SECURITIES EUROPE SA,S,260000,6184.85
27-03-2024,520056,TVSHLTD,VS TRUST,P,202321,8138.9
27-03-2024,520056,TVSHLTD,SUNDARAM FINANCE HOLDINGS LIMITED,S,202321,8138.9
27-03-2024,540205,AVL,RASHI  VARDHAN,S,164324,3400
27-03-2024,540205,AVL,SMALLCAP WORLD FUND INC,P,156364,3400
27-03-2024,540205,AVL,SUNITA SINHA,S,81508,3400
27-03-2024,540205,AVL,SMALLCAP WORLD FUND INC,P,81508,3400
27-03-2024,540205,AVL,SMALLCAP WORLD FUND INC,P,35676,3400
27-03-2024,540205,AVL,RASHI  VARDHAN,S,35676,3400
27-03-2024,540205,AVL,AMERICAN FUNDS INSUR SERIES GLOBAL SMALL CAPITALIZATION   75,P,7960,3400
28-03-2024,509709,INTLCONV,I G E (INDIA) PRIVATE LIMITED,P,1451379,80.8
28-03-2024,509709,INTLCONV,SURBHIT  DABRIWALA,S,1451379,80.8
28-03-2024,500300,GRASIM,BOFA SECURITIES EUROPE SA,P,638000,2286
28-03-2024,500300,GRASIM,BOFA SECURITIES EUROPE SA,S,638000,2286
05-04-2024,532834,CAMLINFINE,ANFIMA NV,P,2300000,97.99
05-04-2024,532834,CAMLINFINE,ASHISH SUBHASH DANDEKAR,S,2300000,97.99
09-04-2024,532215,AXISBANK,SOCIETE GENERALE,P,6250000,1071
09-04-2024,532215,AXISBANK,BC ASIA INVESTMENTS VII LIMITED,S,6250000,1071
09-04-2024,532215,AXISBANK,BC ASIA INVESTMENTS VII LIMITED,S,6027647,1071
09-04-2024,532215,AXISBANK,BC ASIA INVESTMENTS III LIMITED,S,4225000,1071
09-04-2024,532215,AXISBANK,MORGAN STANLEY ASIA SINGAPORE PTE,P,4225000,1071
09-04-2024,532215,AXISBANK,INTEGRAL INVESTMENTS SOUTH ASIA IV,S,3600000,1071
09-04-2024,532215,AXISBANK,GOLDMAN SACHS (SINGAPORE) PTE.- ODI,P,3600000,1071
09-04-2024,532215,AXISBANK,BC ASIA INVESTMENTS III LIMITED,S,3006000,1071
09-04-2024,532215,AXISBANK,BOFA SECURITIES EUROPE SA,P,3006000,1071
09-04-2024,532215,AXISBANK,INTEGRAL INVESTMENTS SOUTH ASIA IV,S,1671784,1071
09-04-2024,532215,AXISBANK,INTEGRAL INVESTMENTS SOUTH ASIA IV,S,1550000,1071
09-04-2024,532215,AXISBANK,COPTHALL MAURITIUS INVESTMENT LIMITED,P,1550000,1071
09-04-2024,532215,AXISBANK,EME RGING MARKETING FUND A SERIES OF BAILLIE GIFFORD FUNGS,P,1515949,1071
09-04-2024,532215,AXISBANK,BC ASIA INVESTMENTS III LIMITED,S,1414565,1071
09-04-2024,532215,AXISBANK,INTEGRAL INVESTMENTS SOUTH ASIA IV,S,1000001,1071
09-04-2024,532215,AXISBANK,GHISALLO MASTER FUND LP,P,1000001,1071
09-04-2024,532215,AXISBANK,ICICI PRUDENTIAL MUTUAL FUND,P,933706,1071
09-04-2024,532215,AXISBANK,BC ASIA INVESTMENTS VII LIMITED,S,933706,1071
09-04-2024,532215,AXISBANK,TNTBC AS THE TRUSTEE OF NOMURA INDIA STOCK MOTHER FUND,P,933501,1071
09-04-2024,532215,AXISBANK,CITY OF NEW YORK GROUP TRUST,P,824095,1071
09-04-2024,532215,AXISBANK,NORGES BANK ON ACCOUNT OF GOVERNMENT PETROLEUM FUND,P,780000,1071
09-04-2024,532215,AXISBANK,BC ASIA INVESTMENTS VII LIMITED,S,780000,1071
09-04-2024,532215,AXISBANK,STICHTING DEPOSITARY APG EMERGING MARKETS EQUITY POOL,P,677592,1071
09-04-2024,532215,AXISBANK,MIRAE ASSET MUTUAL FUND,P,653594,1071
09-04-2024,532215,AXISBANK,NOMURA FUNDS IRELAND PLC NOMURA FUNDS IRELAND INDIA EQUITY FUND,P,622334,1071
09-04-2024,532215,AXISBANK,CALIFORNIA STATE TEACHERS' RETIREMENT SYSTEM,P,589529,1071
09-04-2024,532215,AXISBANK,BC ASIA INVESTMENTS VII LIMITED,S,466853,1071
09-04-2024,532215,AXISBANK,BC ASIA INVESTMENTS III LIMITED,S,466852,1071
09-04-2024,532215,AXISBANK,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,P,466852,1071
09-04-2024,532215,AXISBANK,MIRAE ASSET MUTUAL FUND,P,401493,1071
09-04-2024,532215,AXISBANK,BC ASIA INVESTMENTS III LIMITED,S,392155,1071
09-04-2024,532215,AXISBANK,BC ASIA INVESTMENTS III LIMITED,S,350001,1071
09-04-2024,532215,AXISBANK,TOSCA FOCUS,P,350001,1071
09-04-2024,532215,AXISBANK,BLACKSTONE AQUA MASTER SUB-FUND,P,350000,1071
09-04-2024,532215,AXISBANK,INTEGRAL INVESTMENTS SOUTH ASIA IV,S,350000,1071
09-04-2024,532215,AXISBANK,THE RBS AS DEPOSITORY OF BAILLIE GIFFORD EMERGING MKTS LARGE CAP COS FD,P,347998,1071
09-04-2024,532215,AXISBANK,ADITYA BIRLA SUN LIFE MUTUAL FUND,P,327455,1071
09-04-2024,532215,AXISBANK,NIPPON INDIA MUTUAL FUND,P,279897,1071
09-04-2024,532215,AXISBANK,BC ASIA INVESTMENTS III LIMITED,S,273009,1071
09-04-2024,532215,AXISBANK,EMPLOYEES PROVIDENT FUND BOARD,P,273009,1071
09-04-2024,532215,AXISBANK,THE ROYAL BANK OF SCOTLAND PLC AS DEPOSITORY BAILLIE GIFFORD EMERGING MKT G,P,265454,1071
09-04-2024,532215,AXISBANK,PENSION RESERVES INVESTMENT TRUST FUND,P,245277,1071
09-04-2024,532215,AXISBANK,BC ASIA INVESTMENTS III LIMITED,S,243005,1071
09-04-2024,532215,AXISBANK,MIRAE ASSET MUTUAL FUND,P,233427,1071
09-04-2024,532215,AXISBANK,BAYVK A2-FONDS,P,228139,1071
09-04-2024,532215,AXISBANK,PUBLIC EMPLOYEES RETIREMENT ASSOCIATION OF COLORADO,P,220658,1071
09-04-2024,532215,AXISBANK,PUBLIC EMPLOYEES RETIREMENT SYSTEM OF OHIO,P,184530,1071
09-04-2024,532215,AXISBANK,INTEGRAL INVESTMENTS SOUTH ASIA IV,S,178509,1071
09-04-2024,532215,AXISBANK,BAILLIE GIFFORD EMERGING MARKETS FUND,P,159177,1071
09-04-2024,532215,AXISBANK,T ROWE PRICE NEW ASIA FUN D,P,146447,1071
09-04-2024,532215,AXISBANK,VIRGINIA RETIREMENT SYSTEM,P,142183,1071
09-04-2024,532215,AXISBANK,ADITYA BIRLA SUN LIFE MUTUAL FUND,P,139398,1071
09-04-2024,532215,AXISBANK,BORDER TO COAST EMERGING MARKETS EQUITY ALPHA FUND,P,118056,1071
09-04-2024,532215,AXISBANK,EMPLOYEES PROVIDENT FUND BOARD,P,115949,1071
09-04-2024,532215,AXISBANK,NIPPON INDIA MUTUAL FUND,P,112258,1071
09-04-2024,532215,AXISBANK,TEACHERS RETIREMENT SYSTEM OF THE CITY OF NEW YORK,P,101722,1071
09-04-2024,532215,AXISBANK,BC ASIA INVESTMENTS III LIMITED,S,100001,1071
09-04-2024,532215,AXISBANK,TARA EMERGING ASIA LIQUID FUND,P,100001,1071
09-04-2024,532215,AXISBANK,MORGAN STANLEY ASIA SINGAPORE PTE,P,95911,1071
09-04-2024,532215,AXISBANK,BC ASIA INVESTMENTS VII LIMITED,S,95911,1071
09-04-2024,532215,AXISBANK,MIRAE ASSET MUTUAL FUND,P,93371,1071
09-04-2024,532215,AXISBANK,BG WORLDWIDE FUNDS PLC IN RESPECT OF BG WORLDWIDE EMG MKTS HORIZON FUND,P,86635,1071
09-04-2024,532215,AXISBANK,LOMBARD ODIER ASSET MANAGE (SWIT) SA B/O SYNERGIE ACTIONS MARCHES EMERS-B,P,82471,1071
09-04-2024,532215,AXISBANK,THE BOEING COMPANY EMPLOYEE RETIREMENT PLANS MASTER TRUST,P,72467,1071
09-04-2024,532215,AXISBANK,OPSEU PENSION PLAN TRUST FUND,P,67227,1071
09-04-2024,532215,AXISBANK,THE BAILLIE GIFFORD GROUP TRUST BAILLIE GIFFORD EMERGING MARKETS FUND,P,61710,1071
09-04-2024,532215,AXISBANK,STICHTING DEPOSITARY APG EME MULTI CLIENT POOL,P,58614,1071
09-04-2024,532215,AXISBANK,VANGUARD EMERGING MARKETS SELECT STOCK FUND,P,58507,1071
09-04-2024,532215,AXISBANK,VANGUARD INVESTMENTS FUNDS ICVC - VANGUARD GLOBAL EMERGING MARKETS FUND,P,36778,1071
09-04-2024,532215,AXISBANK,BAILLIE GIFFORD EMERGING MARKETS COLLECTIVE INVESTMENT FUND,P,36293,1071
09-04-2024,532215,AXISBANK,T ROWE PRICE FUNDS SICAV ASIAN EX JAPAN EQUITY FUND,P,34452,1071
09-04-2024,532215,AXISBANK,MIRAE ASSET MUTUAL FUND,P,32680,1071
09-04-2024,532215,AXISBANK,STICHTING BEDRIJFSTAKPENSIOENFONDS VOOR HET BEROEPSVERVOER OVER DE WEG,P,26813,1071
09-04-2024,532215,AXISBANK,VANGUARD INVESTMENTS FUNDS ICVC - VANGUARD GLOBAL EMERGING MARKETS FUND,P,24694,1071
09-04-2024,532215,AXISBANK,T. ROWE PRICE ASIAN EQUITY (EX-JAPAN),P,21055,1071
09-04-2024,532215,AXISBANK,SPW MULTI-MANAGER ICVC,P,14238,1071
09-04-2024,532215,AXISBANK,BAILLIE GIFFORD EMERGING MARKETS EX CHINA FUND,P,401,1071
26-04-2024,543384,NYKAA,SOCIETE GENERALE,P,8470535,178.1
26-04-2024,543384,NYKAA,MARSHALL WACE INVESTMENT STRATEGIES - EUREKA FUND,S,8470535,178.1
26-04-2024,533106,OIL,SOCIETE GENERALE,P,1535836,612.5
26-04-2024,533106,OIL,MARSHALL WACE INVESTMENT STRATEGIES - EUREKA FUND,S,1535836,612.5
26-04-2024,542651,KPITTECH,MARSHALL WACE INVESTMENT STRATEGIES - EUREKA FUND,S,1021271,1373.95
26-04-2024,542651,KPITTECH,SOCIETE GENERALE,P,1021271,1373.95
26-04-2024,533273,OBEROIRLTY,SOCIETE GENERALE,P,271901,1474.2
26-04-2024,533273,OBEROIRLTY,MARSHALL WACE INVESTMENT STRATEGIES - EUREKA FUND,S,271901,1474.2
26-04-2024,500410,ACC,MARSHALL WACE INVESTMENT STRATEGIES - EUREKA FUND,S,119588,2579.6
26-04-2024,500410,ACC,SOCIETE GENERALE,P,119588,2579.6
26-04-2024,539523,ALKEM,SOCIETE GENERALE,P,103803,4867.65
26-04-2024,539523,ALKEM,MARSHALL WACE INVESTMENT STRATEGIES - EUREKA FUND,S,103803,4867.65
26-04-2024,511218,SHRIRAMFIN,SOCIETE GENERALE,P,91197,2491.85
26-04-2024,511218,SHRIRAMFIN,MARSHALL WACE INVESTMENT STRATEGIES-GLOBAL FINANCIALS MARKET NEUTRAL FUND,S,91197,2491.85
26-04-2024,532466,OFSS,MARSHALL WACE INVESTMENT STRATEGIES - EUREKA FUND,S,63061,7143.05
26-04-2024,532466,OFSS,SOCIETE GENERALE,P,63061,7143.05
29-04-2024,532843,FORTIS,BOFA SECURITIES EUROPE SA,P,314825,441.45
29-04-2024,532843,FORTIS,"MY ASIAN OPPORTUNITIES MASTER FUND, L.P.",S,314825,441.45
30-04-2024,500307,NIRLON,ALBULA INVESTMENT FUND LTD,S,3000000,430
30-04-2024,500307,NIRLON,ICICI PRUDENTIAL MUTUAL FUND,P,1400000,430
30-04-2024,500307,NIRLON,ICICI PRUDENTIAL MUTUAL FUND,P,800000,430
30-04-2024,500307,NIRLON,ICICI PRUDENTIAL MUTUAL FUND,P,800000,430
30-04-2024,500307,NIRLON,ICICI PRUDENTIAL MUTUAL FUND,P,378744,430
30-04-2024,500307,NIRLON,LOTUS GLOBAL INVESTMENTS LIMITED,S,378744,430
08-05-2024,532822,IDEA,GHISALLO MASTER FUND LP,P,190425000,12.27
08-05-2024,532822,IDEA,CITIGROUP GLOBAL MARKETS MAURITIUS PRIVATE LIMITED,S,190425000,12.27
09-05-2024,540716,ICICIGI,ICICI BANK LIMITED,P,2100000,1722.5
09-05-2024,540716,ICICIGI,BHARTI ENTERPRISES LIMITED,S,2100000,1722.5
09-05-2024,540716,ICICIGI,BHARTI ENTERPRISES LIMITED,S,400000,1722.5
09-05-2024,540716,ICICIGI,AXIS MUTUAL FUND,P,400000,1722.5
09-05-2024,540716,ICICIGI,BHARTI ENTERPRISES LIMITED,S,350000,1722.5
09-05-2024,540716,ICICIGI,MORGAN STANLEY ASIA SINGAPORE PTE,P,350000,1722.5
09-05-2024,540716,ICICIGI,BHARTI ENTERPRISES LIMITED,S,290000,1722.5
09-05-2024,540716,ICICIGI,INVESCO MUTUAL FUND,P,290000,1722.5
09-05-2024,540716,ICICIGI,GOLDMAN SACHS SINGAPORE PTE,P,225000,1722.5
09-05-2024,540716,ICICIGI,BHARTI ENTERPRISES LIMITED,S,225000,1722.5
09-05-2024,540716,ICICIGI,BHARTI ENTERPRISES LIMITED,S,200000,1722.5
09-05-2024,540716,ICICIGI,ADITYA BIRLA SUN LIFE MUTUAL FUND,P,200000,1722.5
09-05-2024,540716,ICICIGI,SOCIETE GENERALE,P,110000,1722.5
09-05-2024,540716,ICICIGI,BHARTI ENTERPRISES LIMITED,S,110000,1722.5
09-05-2024,540716,ICICIGI,BHARTI ENTERPRISES LIMITED,S,100000,1722.5
09-05-2024,540716,ICICIGI,MORGAN STANLEY ASIA SINGAPORE PTE,P,100000,1722.5
09-05-2024,540716,ICICIGI,BHARTI ENTERPRISES LIMITED,S,75000,1722.5
09-05-2024,540716,ICICIGI,BLACKSTONE AQUA MASTER SUB-FUND,P,75000,1722.5
10-05-2024,532508,JSL,THELEME INDIA MASTER FUND LIMITED,P,850000,679
10-05-2024,532508,JSL,THELEME INDIA MASTER FUND LIMITED,S,850000,679
22-05-2024,500877,APOLLOTYRE,WHITE IRIS INVESTMENT LTD,S,4189798,477.35
22-05-2024,500877,APOLLOTYRE,ICICI PRUDENTIAL MUTUAL FUND,P,4189798,477.35
22-05-2024,500877,APOLLOTYRE,MORGAN STANLEY ASIA SINGAPORE PTE,P,4014099,477.35
22-05-2024,500877,APOLLOTYRE,WHITE IRIS INVESTMENT LTD,S,4014099,477.35
22-05-2024,500877,APOLLOTYRE,WHITE IRIS INVESTMENT LTD,S,3142348,477.35
22-05-2024,500877,APOLLOTYRE,MIRAE ASSET MUTUAL FUND,P,3142348,477.35
22-05-2024,500877,APOLLOTYRE,SOCIETE GENERALE,P,2811350,477.35
22-05-2024,500877,APOLLOTYRE,WHITE IRIS INVESTMENT LTD,S,2811350,477.35
22-05-2024,500877,APOLLOTYRE,WHITE IRIS INVESTMENT LTD,S,1780664,477.35
22-05-2024,500877,APOLLOTYRE,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,P,1780664,477.35
22-05-2024,500877,APOLLOTYRE,GHISALLO MASTER FUND LP,P,1745260,477.35
22-05-2024,500877,APOLLOTYRE,WHITE IRIS INVESTMENT LTD,S,1745260,477.35
22-05-2024,500877,APOLLOTYRE,SUNDARAM MUTUAL FUND,P,1256939,477.35
22-05-2024,500877,APOLLOTYRE,WHITE IRIS INVESTMENT LTD,S,1256939,477.35
22-05-2024,500877,APOLLOTYRE,WHITE IRIS INVESTMENT LTD,S,1047449,477.35
22-05-2024,500877,APOLLOTYRE,EDELWEISS MUTUAL FUND,P,1047449,477.35
22-05-2024,500877,APOLLOTYRE,WHITE IRIS INVESTMENT LTD,S,872630,477.35
22-05-2024,500877,APOLLOTYRE,MORGAN STANLEY ASIA SINGAPORE PTE,P,872630,477.35
22-05-2024,500877,APOLLOTYRE,CITIGROUP GLOBAL MARKETS MAURITIUS PVT LTD   FII   CITI,P,436315,477.35
22-05-2024,500877,APOLLOTYRE,WHITE IRIS INVESTMENT LTD,S,436315,477.35
22-05-2024,500877,APOLLOTYRE,GOLDMAN SACHS INVESTMENTS (MAURITIUS) I LIMITED,P,436315,477.35
22-05-2024,500877,APOLLOTYRE,WHITE IRIS INVESTMENT LTD,S,436315,477.35
22-05-2024,500877,APOLLOTYRE,WHITE IRIS INVESTMENT LTD,S,314088,477.35
22-05-2024,500877,APOLLOTYRE,GOLDMAN SACHS SINGAPORE PTE,P,314088,477.35
22-05-2024,500877,APOLLOTYRE,EDELWEISS DYNAMIC GROWTH EQUITY FUND,P,218158,477.35
22-05-2024,500877,APOLLOTYRE,WHITE IRIS INVESTMENT LTD,S,218158,477.35
22-05-2024,500877,APOLLOTYRE,WHITE IRIS INVESTMENT LTD,S,209490,477.35
22-05-2024,500877,APOLLOTYRE,AURIGIN MASTER FUND LIMITED,P,209490,477.35
27-05-2024,543280,NAZARA,PLUTUS WEALTH MANAGEMENT LLP,P,4884000,620.5
27-05-2024,543280,NAZARA,MITTER INFOTECH LLP,S,4884000,620.5
28-05-2024,522113,TIMKEN,TIMKEN SINGAPORE PTE LIMITED,S,3200982,3913.35
28-05-2024,522113,TIMKEN,GOVERNMENT OF SINGAPORE,P,2849837,3913.35
28-05-2024,522113,TIMKEN,NIPPON INDIA MUTUAL FUND,P,421001,3913.35
28-05-2024,522113,TIMKEN,TIMKEN SINGAPORE PTE LIMITED,S,421001,3913.35
28-05-2024,522113,TIMKEN,MONETARY AUTHORITY OF SINGAPORE,P,351145,3913.35
28-05-2024,522113,TIMKEN,HDFC LIFE INSURANCE COMPANY LIMITED,P,266001,3913.35
28-05-2024,522113,TIMKEN,TIMKEN SINGAPORE PTE LIMITED,S,266001,3913.35
28-05-2024,522113,TIMKEN,TIMKEN SINGAPORE PTE LIMITED,S,250001,3913.35
28-05-2024,522113,TIMKEN,UTI MUTUAL FUND,P,250001,3913.35
28-05-2024,522113,TIMKEN,BOFA SECURITIES EUROPE SA,P,156000,3913.35
28-05-2024,522113,TIMKEN,TIMKEN SINGAPORE PTE LIMITED,S,156000,3913.35
28-05-2024,522113,TIMKEN,TIMKEN SINGAPORE PTE LIMITED,S,145002,3913.35
28-05-2024,522113,TIMKEN,AXIS MUTUAL FUND,P,145002,3913.35
28-05-2024,522113,TIMKEN,MORGAN STANLEY ASIA SINGAPORE PTE,P,104000,3913.35
28-05-2024,522113,TIMKEN,TIMKEN SINGAPORE PTE LIMITED,S,104000,3913.35
28-05-2024,522113,TIMKEN,TIMKEN SINGAPORE PTE LIMITED,S,101002,3913.35
28-05-2024,522113,TIMKEN,TIMKEN SINGAPORE PTE LIMITED,S,77992,3913.35
28-05-2024,522113,TIMKEN,BAJAJ ALLIANZ LIFE INSURANCE COMPANY LIMITED,P,77992,3913.35
28-05-2024,522113,TIMKEN,TIMKEN SINGAPORE PTE LIMITED,S,65001,3913.35
28-05-2024,522113,TIMKEN,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,P,65001,3913.35
28-05-2024,522113,TIMKEN,TIMKEN SINGAPORE PTE LIMITED,S,52000,3913.35
28-05-2024,522113,TIMKEN,SOCIETE GENERALE,P,52000,3913.35
28-05-2024,522113,TIMKEN,ICICI PRUDENTIAL MUTUAL FUND,P,51002,3913.35
28-05-2024,522113,TIMKEN,ICICI PRUDENTIAL MUTUAL FUND,P,50000,3913.35
28-05-2024,522113,TIMKEN,TIMKEN SINGAPORE PTE LIMITED,S,31003,3913.35
28-05-2024,522113,TIMKEN,TIMKEN SINGAPORE PTE LIMITED,S,26005,3913.35
28-05-2024,522113,TIMKEN,TREE LINE ASIA MASTER FUND (SINGAPORE) PTE. LTD.,P,26005,3913.35
28-05-2024,522113,TIMKEN,GHISALLO MASTER FUND LP,P,26004,3913.35
28-05-2024,522113,TIMKEN,TIMKEN SINGAPORE PTE LIMITED,S,26004,3913.35
28-05-2024,522113,TIMKEN,D E SHAW VALENCE INTERNATIONAL (SPV) LLC,P,26003,3913.35
28-05-2024,522113,TIMKEN,TIMKEN SINGAPORE PTE LIMITED,S,26003,3913.35
28-05-2024,522113,TIMKEN,TIMKEN SINGAPORE PTE LIMITED,S,26002,3913.35
28-05-2024,522113,TIMKEN,COPTHALL MAURITIUS INVESTMENT LIMITED,P,26002,3913.35
28-05-2024,522113,TIMKEN,TIMKEN SINGAPORE PTE LIMITED,S,26001,3913.35
28-05-2024,522113,TIMKEN,Bandhan Mutual Fund,P,24114,3913.35
28-05-2024,522113,TIMKEN,NORDEA 1 SICAV  INDIAN EQUITY FUND,P,13410,3913.35
28-05-2024,522113,TIMKEN,MANULIFE GLOBAL FUND INDIA EQUITY FUND,P,12591,3913.35
28-05-2024,522113,TIMKEN,BANDHAN MUTUAL FUND,P,6889,3913.35
30-05-2024,543981,RRKABEL,TPG ASIA VII SF PTE LTD,S,1146300,1701.1
30-05-2024,543981,RRKABEL,MIRAE ASSET MUTUAL FUND,P,1146300,1701.1
30-05-2024,543981,RRKABEL,HDFC STANDARD LIFE INSURANCE CO LTD,P,850000,1701.1
30-05-2024,543981,RRKABEL,TPG ASIA VII SF PTE LTD,S,850000,1701.1
30-05-2024,543981,RRKABEL,TPG ASIA VII SF PTE LTD,S,554120,1701.1
30-05-2024,543981,RRKABEL,TPG ASIA VII SF PTE LTD,S,529069,1701.1
30-05-2024,543981,RRKABEL,EDELWEISS MUTUAL FUND,P,529069,1701.1
30-05-2024,543981,RRKABEL,JUPITER INDIA FUND,P,514119,1701.1
30-05-2024,543981,RRKABEL,TPG ASIA VII SF PTE LTD,S,349000,1701.1
30-05-2024,543981,RRKABEL,EASTSPRING INVESTMENTS INDIA CONSUMER EQUITY OPEN LIMITED,P,349000,1701.1
30-05-2024,543981,RRKABEL,TPG ASIA VII SF PTE LTD,S,293927,1701.1
30-05-2024,543981,RRKABEL,ICICI PRUDENTIAL MUTUAL FUND,P,293927,1701.1
30-05-2024,543981,RRKABEL,TPG ASIA VII SF PTE LTD,S,250430,1701.1
30-05-2024,543981,RRKABEL,NORGES BANK ON ACCOUNT OF THE GOVERNMENT PENSION FUND GLOBAL,P,250430,1701.1
30-05-2024,543981,RRKABEL,TPG ASIA VII SF PTE LTD,S,219857,1701.1
30-05-2024,543981,RRKABEL,MORGAN STANLEY ASIA SINGAPORE PTE,P,219857,1701.1
30-05-2024,543981,RRKABEL,TPG ASIA VII SF PTE LTD,S,211628,1701.1
30-05-2024,543981,RRKABEL,RELIANCE NIPPON LIFE INSURANCE COMPANY LIMITED,P,211628,1701.1
30-05-2024,543981,RRKABEL,TPG ASIA VII SF PTE LTD,S,205749,1701.1
30-05-2024,543981,RRKABEL,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,P,205749,1701.1
30-05-2024,543981,RRKABEL,MORGAN STANLEY ASIA SINGAPORE PTE,P,176973,1701.1
30-05-2024,543981,RRKABEL,TPG ASIA VII SF PTE LTD,S,176973,1701.1
30-05-2024,543981,RRKABEL,TPG ASIA VII SF PTE LTD,S,117571,1701.1
30-05-2024,543981,RRKABEL,TATA MUTUAL FUND A/C - TATA MUTUAL FUND,P,117571,1701.1
30-05-2024,543981,RRKABEL,GOLDMAN SACHS INVESTMENTS (MAURITIUS) I LIMITED,P,97987,1701.1
30-05-2024,543981,RRKABEL,MORGAN STANLEY ASIA SINGAPORE PTE,P,97987,1701.1
30-05-2024,543981,RRKABEL,GOLDMAN SACHS SINGAPORE PTE,P,97987,1701.1
30-05-2024,543981,RRKABEL,MORGAN STANLEY ASIA SINGAPORE PTE,P,97987,1701.1
